,0,2,cleaned
231,"Hari gini masih percaya HOAKS vaksin sebabkan autis?

Hellowww, kemana aja sih? 

Tahun 2015, Kemenkes telah mengklarifikasi bhw thimerosal dalam vaksin tidak berhubungan dg timbulnya autisme.",Fakta,hari gin masih percaya hoaks vaksin sebab autis hellowww mana aja sih tahun 2015 kemenkes telah klarifikasi bhw thimerosal dalam vaksin tidak hubung dg timbul autisme
232,"Apakah betul vaksin MMR menyebabkan autisme? Tidak terbukti. Namun tanda2 autis dapat terlihat di usia 2-3 th, dimana saat itu adalah jadwal anak mendapat suntikan MMR. Sehingga, vaksin tersebut sering dikaitkan dan jd kambing hitam penyebab autisme.",Fakta,apakah betul vaksin mmr sebab autisme tidak bukti namun tanda2 autis dapat lihat di usia 2 3 th mana saat itu adalah jadwal anak dapat sunti mmr sehingga vaksin sebut sering kait dan jd kambing hitam sebab autisme
233,"Intinya vaksin bukan penyebab autis pada anak, ingat ya ibu-ibu hehe :) ",Fakta,inti vaksin bukan sebab autis pada anak ingat ya ibu ibu hehe
234,"Copas dr tetangga.... Assalamualaikum wr wb..utk semua ""Vaksin Penyebab AUTIS""",Hoax,copas dr tetangga assalamualaikum wr wb utk semua vaksin sebab autis
235,"Guru mau diimpor juga?? 
Hellowww.. sarjana pendidikan msh banyak yg nganggur btw.. Pleasee.. Jgn impor dong..",Hoax,guru mau impor juga hellowww sarjana didik msh banyak yg nganggur btw pleasee jgn impor dong
236,"Jangan salahin Jan Ethes karena dia pakek barang impor. Kita juga memakai barang impor, kita nge-tweet pakek hp impor. Semua serba impor, dari bawang, gula, garam, beras sampai guru juga mau diimpor (wacana). Saya do'akan kita juga bisa impor President.
#JanEthesSukaBarangImpor",Hoax,jangan salahin jan ethes karena dia pakek barang impor kita juga pakai barang impor kita nge tweet pakek hp impor semua serba impor dari bawang gula garam beras sampai guru juga mau impor wacana saya do akan kita juga bisa impor president janethessukabarangimpor
237,"mengimpor dalam artian mendatangkan guru secara masif dari luar negeri untuk mengajar di Indonesia, tetapi mendatangkan pelatih atau instruktur dari luar negeri untuk melatih guru-guru di Indonesia, khususnya pada jenjang SMK dan Balai Latihan Kerja (BLK).",Fakta,impor dalam arti datang guru cara masif dari luar negeri untuk ajar di indonesia tetapi datang latih atau instruktur dari luar negeri untuk latih guru guru di indonesia khusus pada jenjang smk dan balai latih kerja blk
238,"Menurut saya, khusus untuk guru SMK produktif perlu didatangkan instruktur dari luar negeri. Kelemahan mendasar dari guru produktif tidak hanya pada kompetensi teknis tetapi juga pada bagaimana melatih dan mengases kompetensi",Fakta,turut saya khusus untuk guru smk produktif perlu datang instruktur dari luar negeri lemah dasar dari guru produktif tidak hanya pada kompetensi teknis tetapi juga pada bagaimana latih dan mengases kompetensi
239,"Guru dalam negeri tidak dipercaya, akan mendatangkan guru dari luar negeri.
Sekarang kemenristekdikti berencana mendatangkan rektor asing. ğŸ˜ª",Hoax,guru dalam negeri tidak percaya akan datang guru dari luar negeri sekarang kemenristekdikti rencana datang rektor asing
240,"Beras, gula, garam dan banyak juga komoditi asli indonesia diimpor, malah sekarang Pyan Maharani mau IMPOR GURU ASING,,,
Lalu guruguru kita sebaiknya di Expor kemana ya? Ini PEMERINTAH atau LSM abalabal?",Hoax,beras gula garam dan banyak juga komoditi asli indonesia impor malah sekarang pyan maharani mau impor guru asing lalu guruguru kita baik di expor mana ya ini perintah atau lsm abalabal
241,"Tanda2 hegemoni RIBA akan segera hancur..?

Kemarin Bukopin gagal bayar deposito nasabah,
Blm lama BCA pun demikian,
Berlanjut berita hari ini pun ga kalah ngeri..ğŸ˜¨

PHK besar-besaran BCA segera terjadi, Teller & CS akan dihilangkan seluruh indonesia.",Hoax,tanda2 hegemoni riba akan segera hancur kemarin bukopin gagal bayar deposito nasabah blm lama bca pun demikian lanjut berita hari ini pun ga kalah ngeri phk besar besar bca segera jadi teller cs akan hilang seluruh indonesia
242,"Sanggahan #1 

[HOAX] Tes Sederhana Untuk Mengenal Virus Corona Hanya Dalam Sepuluh Detik. ",Fakta,sanggah 1 hoax tes sederhana untuk kenal virus corona hanya dalam puluh detik
243,"Tes sederhana untuk mengenal Virus Corona hanya dalam sepuluh detik tanpa urusan ke Dokter atau Laboratorium, yang belum diketahui siapa pun!",Hoax,tes sederhana untuk kenal virus corona hanya dalam puluh detik tanpa urus ke dokter atau laboratorium yang belum tahu siapa pun
244,"Tes sederhana mengenal Corona dalam sepuluh detik dark Dokter Jepang: Ambil napas dalam"" & tahan napas lebih dari 10 detik,jika berhasil mengeluarkan napas tanpa batuk,tidak nyaman,lelah,kaku di dada,bukti bahwa tidak ada fibrosis di paru-paru ygmenunjukkan bahwa tidak ada virus!",Hoax,tes sederhana kenal corona dalam puluh detik dark dokter jepang ambil napas dalam tahan napas lebih dari 10 detik jika hasil keluar napas tanpa batuk tidak nyaman lelah kaku di dada bukti bahwa tidak ada fibrosis di paru paru ygmenunjukkan bahwa tidak ada virus
245,"Prof. waktu Masjid Tolikara Papua dibakar, dan pembakarnya (justru) diundang dan dijamu di Istana. Kenapa pelakunya tdk distigma sbg pelaku yg radikal?

Tp jika berkorelasi dgn umat Islam, aktivis dakwah, dan bersifat kearaban kok spt berbeda.",Hoax,prof waktu masjid tolikara papua bakar dan bakar justru undang dan jamu di istana kenapa laku tdk stigma sbg laku yg radikal tp jika korelasi dgn umat islam aktivis dakwah dan sifat arab kok spt beda
246,"Masjid dibakar di Papua, pelakunya diundang ke istana. Pas ada musibah di Papua, partai mana yg kerja? Yap, partai Islam. Makanya, gak perlu nge-JIL kalo mo jd rahmatan lil 'alamin. Apalagi mo konser 18M pake alasan kebangsaan segala",Hoax,masjid bakar di papua laku undang ke istana pas ada musibah di papua partai mana yg kerja yap partai islam makanya gak perlu nge jil kalo mo jd rahmat lil alamin apalagi mo konser 18m pake alas bangsa segala
247,Politisi Partai Solidaritas Indonesia Dedek Prayudi atau Uki mengingatkan untuk hati-hati dalam bersikap setelah beredarnya hoaks terkait masjid yang dibakar diÂ Papua.,Fakta,politis partai solidaritas indonesia dedek prayudi atau uki ingat untuk hati hati dalam sikap telah edar hoaks kait masjid yang bakar di papua
248,"Baca yg banyak mas. Diskusi. Serap informasi. Info tambahan nih, di Tolikara Papua, masjid dibakar krn ada provokasi. Petinggi organisasi yg menaungi warga yg terprovokasi membakar masjid itu yg malah diundang ke istana, bukan pengurus masjid yg terbakar itu.",Hoax,baca yg banyak mas diskusi serap informasi info tambah nih di tolikara papua masjid bakar krn ada provokasi petinggi organisasi yg taung warga yg provokasi bakar masjid itu yg malah undang ke istana bukan urus masjid yg bakar itu
249,"Kejadian 29 Januari 2019 lalu, kebakaran Masjid Agung Belopa Luwu, di Kelurahan Senga, Kecamatan Belopa, Kabupaten Luwu, Sulawesi Selatan.

Kebakaran terjadi sekitar pukul 10.55 Wita, saat para pekerja melakukan renovasi pada bagian plafon masjid. Stop hoaks untuk provokasi!",Fakta,jadi 29 januari 2019 lalu bakar masjid agung belopa luwu di lurah senga camat belopa kabupaten luwu sulawesi selatan bakar jadi sekitar pukul 10 55 wita saat para kerja laku renovasi pada bagi plafon masjid stop hoaks untuk provokasi
250,"Berbagi ya sahabat ?? hati2 minum air mineral ada Yg mengandung besi, yg aman hanya ada 4 macam, 1 afidis, 2 cleo, 3 equil, 4 fiji...Wallahu aâ€™lam ğŸ™ğŸ»",Hoax,bagi ya sahabat hati2 minum air mineral ada yg kandung besi yg aman hanya ada 4 macam 1 afidis 2 cleo 3 equil 4 fiji wallahu lam
251,"Ma'af setiap industri amdk yg udah bersetifikat sni&bpom,ada aturan tentang kandungan fisika,kimia dan biologinya,semua katagori Air mineral bila di elektrolisasi akan terjadi gumpalan/kotoran.Air deminerql akan sulit terjadi gumpalan kotoran karena unsur mineral dihilangkan.",Fakta,ma af tiap industri amdk yg udah bersetifikat sni bpom ada atur tentang kandung fisika kimia dan biologi semua katagori air mineral bila di elektrolisasi akan jadi gumpal kotor air deminerql akan sulit jadi gumpal kotor karena unsur mineral hilang
252,"Air mineral, ternyata mengandung besi. ",Hoax,air mineral nyata kandung besi
253,"Oh ini video yg viral di grup WA keluarga gue.
FYI, namanya air mineral pasti ada mineralnya. Tubuh kita ini butuh mineral untuk menggantikan ion ion tubuh yang hilang setelah beraktifitas. Coba dong pake Spektrofotometri biar tau masing2 kadar mineralnya. Jgn kyk gini caranya.",Fakta,oh ini video yg viral di grup wa keluarga gue fyi nama air mineral pasti ada mineral tubuh kita ini butuh mineral untuk ganti ion ion tubuh yang hilang telah beraktifitas coba dong pake spektrofotometri biar tau masing2 kadar mineral jgn kyk gin cara
254,"Matahari Kembar?!
Di perbatasan AS - Kanada karena bumi mengubah porosnya terjadi fenomena ""Lunar Hunter"", matahari n bulan terbit pd saat yg sama, n bulan memantulkan sinar mentari dg kuat.",Hoax,matahari kembar di batas as kanada karena bumi ubah poros jadi fenomena lunar hunter matahari bulan terbit pd saat yg sama bulan pantul sinar mentari dg kuat
255,"Hari ini,dua matahari muncul di perbatasan antara Amerika Serikat dan Kanada, satu matahari asli dan yang lainnya adalah bulan.
Fenomena ini disebut ""Lunar Hunter"" dan hanya terjadi ketika bumi mengubah porosnya. Bulan dan matahari lahir pada saat yang bersamaan. ",Hoax,hari ini dua matahari muncul di batas antara amerika serikat dan kanada satu matahari asli dan yang lain adalah bulan fenomena ini sebut lunar hunter dan hanya jadi ketika bumi ubah poros bulan dan matahari lahir pada saat yang sama
256,"Subhanalloh 

Begitu indah ciptaan-Nya 

ğŸ™ğŸ¼

Fenomena ini disebut ""Lunar Hunter"" dan hanya terjadi ketika bumi mengubah porosnya. Bulan dan matahari lahir pada saat yang bersamaan, dan bulan memantulkan sinar matahari dengan intensitas yang kuat ",Hoax,subhanalloh begitu indah cipta nya fenomena ini sebut lunar hunter dan hanya jadi ketika bumi ubah poros bulan dan matahari lahir pada saat yang sama dan bulan pantul sinar matahari dengan intensitas yang kuat
257,"Simak video ini...
â€œkisah seorang remaja yang terkena tiktok syndrome,â€Â 

Ia mengaku awalnya bermain TikTok hanya untuk bersenang-senang saja, namun akhir-akhir ini merasa adanya yang aneh pada dirinya.
Ia mengaku tidak bisa mengontrol tubuh",Hoax,simak video ini kisah orang remaja yang kena tiktok syndrome ia aku awal main tiktok hanya untuk senang senang saja namun akhir akhir ini rasa ada yang aneh pada diri ia aku tidak bisa kontrol tubuh
258,"Kemaren"" sempet viral kan ya remaja tiktok syndrome. Fyi, ini cuma komedi jadi ngga beneran syndrome ya",Fakta,kemaren sempet viral kan ya remaja tiktok syndrome fyi ini cuma komedi jadi ngga beneran syndrome ya
259,"DEMI TKA CHINA KALIAN TERIMA SOGOKAN UNTUK PECAT
KAPTEN RUSLAN BUTON...
Akal sehat kalian dimana.
Dasar penghianat #BangsatBangsa

Ini bukti ğŸ‘‡

Kuasa Hukum Ruslan Angkat Bicara: Dia Dipecat dari TNI Karena Dia Tolak TKA China Masuk ke Maluku",Hoax,demi tka china kalian terima sogo untuk pecat kapten ruslan buton akal sehat kalian mana dasar penghianat bangsatbangsa ini bukti kuasa hukum ruslan angkat bicara dia pecat dari tni karena dia tolak tka china masuk ke malu
260,"Anda tahu artinya apa? Brita ini. TNI ada antek china. 
Dimaluku tuk bangun PLTU hmpir meresap TKA china plhn rb loh. ",Hoax,anda tahu arti apa brita ini tni ada antek china malu tuk bangun pltu hmpir resap tka china plhn rb loh
261,Klaim yg menyebut bahwa Ruslan Buton dipecat dari TNI krn menolak TKA China masuk Maluku ternyata TIDAK BENAR !! ,Fakta,klaim yg sebut bahwa ruslan buton pecat dari tni krn tolak tka china masuk malu nyata tidak benar
262,"Lo kenapa tuh ikannya di Bali pada mati ke pinggir pantai?
@BNPB_Indonesia",Hoax,lo kenapa tuh ikan di bal pada mati ke pinggir pantai bnpb indonesia
263,"Ayo dong berhati2 dan teiliti sebelum mengunggah sesuatu di medsos, sudah lumayan jelas platnya bukan plat Indonesia, bahasanya pun bukan bahasa Indonesia.",Fakta,ayo dong berhati2 dan teiliti belum unggah sesuatu di medsos sudah lumayan jelas platnya bukan plat indonesia bahasa pun bukan bahasa indonesia
264,"Ibadah Haji 2020 batal dilaksanakan karena Pemerintah Arab Saudi masih belum membuka akses. 
Dan ternyata sudah ada beberapa kali peristiwa yg membuat Ibadah Haji tidak bisa dilaksanakan.
Buat yg teriak menyalahkan pemerintah monggo dibaca..biar gk ambyar",Fakta,ibadah haji 2020 batal laksana karena perintah arab saudi masih belum buka akses dan nyata sudah ada beberapa kali peristiwa yg buat ibadah haji tidak bisa laksana buat yg teriak salah perintah monggo baca biar gk ambyar
265,Lagi minumğŸ˜‚ sampe keselek baca permainan kata-kata rezim panik ini wekekek. duhhh tuhan !! kapan klean semua yang nge-Prank soal pembatalan keberangkatan Ibadah Haji 2020 dicekik serentak oleh malaikat pencabut nyawa ğŸ˜Š,Hoax,lagi minum sampe keselek baca main kata kata rezim panik ini wekekek duhhh tuhan kapan klean semua yang nge prank soal batal berangkat ibadah haji 2020 cekik serentak oleh malaikat cabut nyawa
266,"Katanya New Normal kok Haji tetap batal.

Ternyata Modus asas manfaat.",Hoax,kata new normal kok haji tetap batal nyata modus asas manfaat
267,"Ibu walikota Surabaya Pingsan saat Memimpin Rapat dgn Komite Sekolah SMP, sementara itu Juga Ibu Bupati Luwu Utara Sulsel Jatuh dari motor Trail nya Saat Membagikan Bansos di Pedalaman, Kecantikan nya Ibu Bupati Luwu Utara Jangan dibandingkan dengan ibu Walkot Surabaya ya? ",Hoax,ibu walikota surabaya pingsan saat pimpin rapat dgn komite sekolah smp sementara itu juga ibu bupati luwu utara sulsel jatuh dari motor trail nya saat bagi bansos di dalam cantik nya ibu bupati luwu utara jangan banding dengan ibu walkot surabaya ya
268,elo memang ga konsisten drun...yang nolak asas tunggal pancasila itu dari gerombolan elo preeetss...!!!,Hoax,elo memang ga konsisten drun yang nolak asas tunggal pancasila itu dari gerombol elo preeetss
269,Di alenia terakhir ini yg harus di perjelas oleh @hnurwahid karena jangan sampai menjadi benalu di bangsa ini,Fakta,di alenia akhir ini yg harus di jelas oleh hnurwahid karena jangan sampai jadi benalu di bangsa ini
270,Apa tujuan PKS menggunakan asas lain selain Pancasila.? Jika PKS menolak berdasarkan Pancasila selayaknya PKS dibubarkan saja,Hoax,apa tuju pks guna asas lain selain pancasila jika pks tolak dasar pancasila layak pks bubar saja
271,"Wah dibuatin patung lilin lho oleh Madame Tussauds Hongkong.
Pak Anies bilang beliau ingin ada senyum dibibirnya. ğŸ˜ğŸ˜",Hoax,wah dibuatin patung lilin lho oleh madame tussauds hongkong pak anies bilang beliau ingin ada senyum bibir
272,"Katanya patung lilin Anies Basw-edaaan yang mau dijadiin ogoh ogoh, jejeran sama patung Sandiag-oooUnoooh",Hoax,kata patung lilin anies basw edaaan yang mau dijadiin ogoh ogoh jejer sama patung sandiag ooounoooh
273,"Akhirnya dunia mengakui Anies... 
Anies akan dibuatkan patung lilin",Hoax,akhir dunia aku anies anies akan buat patung lilin
274,"Memakai masker tdk akan menyebabkan hipoksia dan hiperkapnia. Ini hoax yg sesat. Aduh sudah juni, masa harus perang lawan hoax lagi?

Masker itu karakternya berpori, sedangkan masker kain lebih banyak pori shgg memungkinan pernapasan terjadi normal. So, gak ujug2 hipoksia. Ngaco",Fakta,pakai masker tdk akan sebab hipoksia dan hiperkapnia ini hoax yg sesat aduh sudah juni masa harus perang lawan hoax lagi masker itu karakter pori sedang masker kain lebih banyak pori shgg mungkin napas jadi normal so gak ujug2 hipoksia ngaco
275,Lebih sehat tanpa masker bisa leluasa menghirup udara segar....masker penyebab hipoksia,Hoax,lebih sehat tanpa masker bisa leluasa hirup udara segar masker sebab hipoksia
276,"Nah sekarang sudah tau ya bahwa penggunaan masker kain dalam waktu yang lama TIDAK TERBUKTI menyebabkan kekurangan oksigen (hipoksia)

Yuk tetap disiplin pakai masker & cuci maskernya secara rutin ya",Fakta,nah sekarang sudah tau ya bahwa guna masker kain dalam waktu yang lama tidak bukti sebab kurang oksigen hipoksia yuk tetap disiplin pakai masker cuci masker cara rutin ya
277,Adminnya baca soal ini dari mana? Aku butuh pencerahan. Abis googling dapet 2 berita ini.,Fakta,adminnya baca soal ini dari mana aku butuh cerah abis googling dapet 2 berita ini
278,"Sebetulnya erupsi yg terjadi belakangan ini di #Merapi & masih tingginya curah hujan di sekitar merapi juga berkah, krn merupakan desinfectan alami dari alam. hujan asam juga bermanfaat untuk desinfectan melawan #corona #covid19 krn asam akan merusak lapisan prootein pada virus ",Hoaks,betul erupsi yg jadi belakang ini di rapi masih tinggi curah hujan di sekitar rapi juga berkah krn rupa desinfectan alami dari alam hujan asam juga manfaat untuk desinfectan lawan corona covid19 krn asam akan rusak lapis prootein pada virus
279,"Secara teknis abu merapi di wilayah Kab. Magelang (Salam, Muntilan dan Mungkid) menghilangkan virus Corona karena warga malas keluar rumah karena panas dan abu vulkanik. 

Gusti Alloh memberikan obat secara mujarab.",Hoaks,cara teknis abu rapi di wilayah kab magelang salam muntilan dan mungkid hilang virus corona karena warga malas keluar rumah karena panas dan abu vulkanik gusti alloh beri obat cara mujarab
280,"Betul banget, secara logika abu vulkanik bisa menjadi desinfektan alami. Virus Corona bisa hancur dengan desinfektan kan? ",Hoaks,betul banget cara logika abu vulkanik bisa jadi desinfektan alami virus corona bisa hancur dengan desinfektan kan
281,"@fadlizon mengatakan mas @aniesbaswedan duta germo

[Cek Fakta] DKI Segera Buka Panti Pijat, Fadli Zon Bilang Anies Duta Ge**o? Ini Faktanya",Hoaks,fadlizon kata mas aniesbaswedan duta germo cek fakta dki segera buka panti pijat fadli zon bilang anies duta ge ini fakta
282,Anies buka Dikotik dan Panti Pijat di bilang Duta Germo ya wajar sih ndak usah bilang Tega Tegaan kan untuk menyuplai dana Segar bagi Partai Pengusungnya Dana dari Mana?????? Paling cepat ya itu Buka Panti Pijat dan Diskotik dengan alasan yang Klise Penambahan PAD Daerah Korupsi,Hoaks,anies buka dikotik dan panti pijat di bilang duta germo ya wajar sih ndak usah bilang tega tega kan untuk suplai dana segar bagi partai usung dana dari mana paling cepat ya itu buka panti pijat dan diskotik dengan alas yang klise tambah pad daerah korupsi
283,"Menurut cerita keponakan yg biasa menunggu kakek Jahrani, ia sedang keluar karena ada keluarga yang meninggal. Setelah ditinggal Kakek Jahrani merangkak keluar rumah sambil mulutnya ada kapuk, tidak benar itu kalo makan kapuk.",Fakta,turut cerita keponakan yg biasa tunggu kakek jahrani ia sedang keluar karena ada keluarga yang tinggal telah tinggal kakek jahrani rangkak keluar rumah sambil mulut ada kapuk tidak benar itu kalo makan kapuk
284,"2. Oke, kita mulai dari kasus tentang kakek Jahrani yang sempat diisukan tidak mendapat asupan makanan yang cukup sampai harus makan kapuk dari bantalnya. 

Bener nggak sih kasus itu ? Lalu gimanasi respon dan tindakan apa yang dilakukan pemerintah ?",Fakta,2 oke kita mulai dari kasus tentang kakek jahrani yang sempat isu tidak dapat asupan makan yang cukup sampai harus makan kapuk dari bantal bener nggak sih kasus itu lalu gimanasi respon dan tindak apa yang laku perintah
285,"Guys, boleh minta tolong RT thread aku ga, tentang kakek yang makan kapuk? Kalau berminat bisa reply nanti aku dm. Kalau aku taro tweetnya takut pelanggaran, tapi butuh juga diRt. Terimakasih",Hoaks,guys boleh minta tolong rt thread aku ga tentang kakek yang makan kapuk kalau minat bisa reply nanti aku dm kalau aku taro tweetnya takut langgar tapi butuh juga dirt terimakasih
286,"Ada yang bermain kah? lihat saja polanya dan siapa yang memainkannya, kek kasus kemarin rame juga di FB, kakek dari serang, Jahrani namanya, makan kapuk bantal bosss ... karena ga makan dan dikasi tambahan, tidak mendapat bantuan dari pemerintah!!!!!",Hoaks,ada yang main kah lihat saja pola dan siapa yang main kek kasus kemarin rame juga di fb kakek dari serang jahrani nama makan kapuk bantal bosss karena ga makan dan kasi tambah tidak dapat bantu dari perintah
287,"Pada jam 9 pagi kemarin, jembatan Wuhan Wuchang Heping Avenue tiba-tiba runtuh.

Dan korban saat ini belum jelas",Hoaks,pada jam 9 pagi kemarin jembatan wuhan wuchang heping avenue tiba tiba runtuh dan korban saat ini belum jelas
288,"Seluruh rakyat indonesia sudah mulai membuat perlawanan, bersatu tumbangkan rezim ini dan tangkap partai pendukungnya!!! Merdeka!!! ",Hoaks,seluruh rakyat indonesia sudah mulai buat lawan satu tumbang rezim ini dan tangkap partai dukung merdeka
289,"Presiden @jokowi Sudah layak utk dimakzulkan, jgn sampai masyarakat turun ke jalan menumbangkan keangkuhan rezim ini, hindari kekacauan nasional & korban dgn segera undur diri",Hoaks,presiden jokowi sudah layak utk makzul jgn sampai masyarakat turun ke jalan tumbang angkuh rezim ini hindar kacau nasional korban dgn segera undur diri
290,"Kamis, 4 Juni 2020
Presiden Jokowi enggunakan Kaos Kaki (BUKAN SEPATU)
Meninjau Masjid Baiturrahim
Yang Berada
Di
Komplek Istana Kepresidenan Jakarta",Fakta,kamis 4 juni 2020 presiden jokowi enggunakan kaos kaki bukan sepatu tinjau masjid baiturrahim yang ada di komplek istana presiden jakarta
291,"Sedikit jelaskan saat presiden tinjau kesiapan kenormalan baru di Masjid Istiqlal Jakarta.

Klaim kelompok fitnah bahwa presiden masuk Masjid memakai sepatu.

Fakta saat presiden masuk Masjid adalah menggunakan kaus kaki berwarna putih bukan sepatu. ",Fakta,sedikit jelas saat presiden tinjau kesiap normal baru di masjid istiqlal jakarta klaim kelompok fitnah bahwa presiden masuk masjid pakai sepatu fakta saat presiden masuk masjid adalah guna kaus kaki warna putih bukan sepatu
292,"Fadli Zon disandingkan dengan gambar ikan buntal. Gambar merupakan tangkapan layar berita sebuah media berjudul ""Pesan Fadli Zon kepada SBY: Saya Kena Bully Setiap Hari, Masak Saya Dibilang 'Ikan Buntal'.",Hoax,fadli zon sanding dengan gambar ikan buntal gambar rupa tangkap layar berita buah media judul pesan fadli zon kepada sby saya kena bully tiap hari masak saya bilang ikan buntal
293,"Fadli Zon Curhat ke SBY Disebut Ikan Buntal,

Ada yang lagi BAPER, Man Teman...

Salam Indonesia",Hoax,fadli zon curhat ke sby sebut ikan buntal ada yang lagi baper man teman salam indonesia
294,"ada yang Bilang.....
Ternyata Helmi Yahya di pecat dari #DirutTVRI karena September kmrn menyiarkan Film G30S PKI.
Gitu tu ya...",Hoax,ada yang bilang nyata helm yahya di pecat dari diruttvri karena september kmrn siar film g30s pki gitu tu ya
295,"Helmi yahya dipecat dari tvri gara"" tayangan liga inggris yg katanya bukan jati diri bangsa.",Fakta,helm yahya pecat dari tvri gara tayang liga inggris yg kata bukan jati diri bangsa
296,"Geoge Floyd, pemuda kulit hitam tewas ditembak Polisi di Amerika. Polisi membantahnya.
Lalu rekaman CCTV beredar.
Sontak seluruh Amerika rusuh.
Kalau di Plnet Yours ""yang mesti ditangkap itu yg men-share video CCTV nya itu..."".
Ya, kan...?",Hoax,geoge floyd pemuda kulit hitam tewas tembak polisi di amerika polisi bantah lalu rekam cctv edar sontak seluruh amerika rusuh kalau di plnet yours yang mesti tangkap itu yg men share video cctv nya itu ya kan
297,"Bukan tewas krn ditembak, tp gara2 lehernya ditekan pake lutut, ga bs nafas dan meninggal. ",Fakta,bukan tewas krn tembak tp gara2 leher tekan pake lutut ga bs nafas dan tinggal
298,"Tengku Zul sok2an mengomentari kematian George Floyd warga kulit hitam yg tewas dibunuh polisi Minneapolis USA. Menurut Zul, Floyd tewas DITEMBAK. 

Faktanya Floyd tewas krn lehernya ditekan oleh lutut polisi hingga tak bisa bernapas.",Fakta,tengku zul sok2an komentar mati george floyd warga kulit hitam yg tewas bunuh polisi minneapolis usa turut zul floyd tewas tembak fakta floyd tewas krn leher tekan oleh lutut polisi hingga tak bisa napas
299,Tadi siang saya ditemui dan diberitahu tetangga Ruslan Buton di Bau-Bau bhw La Gode yang dibunuh bukan petani tetapi Preman di Halmahera yg sangat meresahkan masyarakat. Dia dibunuh ketka menyerang asrama TNI. Itu sebabnya Ruslan Buton dkk dapat apresiasi warga.,Hoax,tadi siang saya temu dan diberitahu tetangga ruslan buton di bau bau bhw la gode yang bunuh bukan tani tetapi preman di halmahera yg sangat resah masyarakat dia bunuh ketka serang asrama tni itu sebab ruslan buton dkk dapat apresiasi warga
300,"Pernyataan Terbaru Mabes @tni_ad tentang Ruslan Buton.
Disini jelas Krn kasus membunuh la Gode Krn mencuri singkong kemudian dititipkn di pos satgas pamrahwan.
Tp menurut @musniumar menyerang asrama.
Ini yg hoax TNI atau Umar?
@Puspen_TNI @DivHumas_Polri ",Fakta,nyata baru mabes tni ad tentang ruslan buton sini jelas krn kasus bunuh la gode krn curi singkong kemudian dititipkn di pos satgas pamrahwan tp turut musniumar serang asrama ini yg hoax tni atau umar puspen tni divhumas polri
